Institution Code	Catalog Number	Scientific Name	Collector	Collector Num Prefix	Collector Num	Collector Num Suffix	early J date	late J date	Date Collected	County	Elevation	Locality	Latitude	Longitude	Datum	Link Back	
RSA	RSA132451	Azolla filiculoides	Charles H. Quibell		2056	a	2434523	2434523	1953-05-25	Fresno		N.W. edge Kings River bottom meads., 2-2 1/2 m. n.e. Sanger; reached thru private vineyard land, above river bluff, after xing main ditch from County Rd.	36.727408	-119.482151	WGS84	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=RSA132451" target="_blank">View Details</a>	
UCR	UCR271705	Azolla filiculoides	Mitch Provance, Callen Huff		10396		2454928	2454928	2009-Apr-6	Kern	296 m	Tehachapi Mountains Foothills/San Joaquin Valley, Tejon Creek c. 11.5 miles east of Mettler, Tejon Ranch	35.076610	-118.767250	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCR271705" target="_blank">View Details</a>	
SJSU	SJSU3922	Azolla filiculoides	C. W. Sharsmith		7349		2438568	2438568	6/21/1964	Sacramento		Bradshaw Rd. c. 10 mi SE of Sacramento	38.481810	-121.333690	WGS84	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SJSU3922" target="_blank">View Details</a>	
UCR	UCR127645	Azolla filiculoides	A. C. Sanders, Mark Elvin, Dave Fleitner		27137		2452858	2452858	2003-Aug-6	Los Angeles	280 m	NE end of Santa Susana Mtns., Newhall Ranch, Santa Clara Riverbed, below confluence of Castaic Creek, east of Del Valle	34.418610	-118.636940	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCR127645" target="_blank">View Details</a>	
UCR	UCR142067	Azolla	A. C. Sanders, P. J. MacKay, D. L. Sanders		25612		2452581	2452581	2002-Nov-2	San Bernardino	811 m	Southern Mojave Desert, Lower Narrows of the Mojave River at National Trails Highway bridge south of Oro Grande [between Oro Grande and Victorville]	34.573890	-117.321670	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCR142067" target="_blank">View Details</a>	
SD	SD239478	Azolla filiculoides	A. C. Sanders, Mark Elvin, Dave Fleitner		27131		2452858	2452858	Aug 06, 2003	Los Angeles	280 m	NE end of Santa Susana Mtns.: Newhall Ranch, Santa Clara Riverbed, below confluence of Castaic Creek, east of Del Valle (Val Verde 7.5'Q)	34.418610	-118.636940	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SD239478" target="_blank">View Details</a>	
CHSC	CHSC47371	Azolla filiculoides	Lowell Ahart		6405		2447843	2447843	1989-11-12	Butte	30 m	About 1/4 mile south of the Feather River, about 4/10 mile west of Pacific Heights Road, about 4 1/2 miles south-west of Oroville.	39.451111	-121.614167	NAD 1983	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CHSC47371" target="_blank">View Details</a>	
UCD	UCD41865	Azolla filiculoides	Geri Hulse-Stephens		861		2452162	2452162	9 Sep 2001	Lake	944 m	Goat Mountain. Three Walnuts Marsh. 1st glade east of vernal pools.	39.233333	-122.716667	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCD41865" target="_blank">View Details</a>	
SD	SD71366	Azolla filiculoides	Henry M. Pollard				2439004	2439004	Aug 31, 1965	Ventura		Antonio Creek between Arnaz Apple Orchards and Oak View.	34.382000	-119.302000	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SD71366" target="_blank">View Details</a>	
RSA	RSA703632	Azolla filiculoides	Scott D. White, Angelia Carey		10762		2453265	2453265	2004-09-16	Riverside	549m	Indian Creek. Stream and margins in slow-flowing areas, gen. beneath riparian canopy.	33.775000	-116.850000	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=RSA703632" target="_blank">View Details</a>	
CAS-BOT-BC	CAS-BOT-BC66251	Azolla mexicana	Ernest C. Twisselmann		3118		2435696	2435696	August 10, 1956	Kern	82 m	Buena Vista Slough floodgates 4.1 miles north-west of Tupman	35.332705	-119.371545	Google Earth	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC66251" target="_blank">View Details</a>	
SBBG	SBBG19424	Azolla filiculoides	E. C. Twisselmann		8431		2438192	2438192	11-Jun-1963	Kern	1188 m	Erskine Crk; Piute Mtns	35.559000	-118.392000		<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG19424" target="_blank">View Details</a>	
RSA	RSA647909	Azolla filiculoides	LeRoy Gross, Wayne Law		258		2451765	2451765	2000-08-08	Los Angeles	325m	Big Tujunga Wash/ Verdugo Mountains region: East of Hansen Dam, entered at Orcas Ave. parked at Orcas Park, hiked east of this park along river (just north of Wentworth Street), but not as far as the Tujunga ponds	34.267167	-118.352222	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=RSA647909" target="_blank">View Details</a>	
UCSB	UCSB47704	Azolla filiculoides	Forbes, Holly				2445164	2445164	1982-07-13	Santa Barbara		La Purisima Mission State Historic Park; 2 km. NE of Lompoc City limit	34.6782100	-120.4294900	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCSB47704" target="_blank">View Details</a>	
CHSC	CHSC34148	Azolla filiculoides	L. Ahart		3214		2444875	2444875	1981-09-27	Butte	80 m	Ca. 1/8 mi ne of jct of Lower Wyandotte Rd and Upper Palermo R, ca. 4 mi ne of Palermo.	39.464444	-121.471389	NAD 1983	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CHSC34148" target="_blank">View Details</a>	
UCR	UCR109461	Azolla mexicana	A. C. Sanders, P. J. MacKay, C. L. Sanders		17898		2449992	2449992	1995-Oct-1	San Bernardino	945 m	San Bernardino Mountains, In the dry bed of the Mojave River just above the Mojave River Forks Dam, west of Arrowhead Lake Road from Hesperia	34.339720	-117.258330	not recorded	<a href="https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCR109461" target="_blank">View Details</a>	
